,Unnamed: 0.1,Unnamed: 0,company_name,sector,financial_risk_profile,circa_rating,business_description,ffo_to_debt_ltm,debt_to_ebitda_ltm,cfo_to_debt_ltm,focf_to_debt_ltm,dcf_to_debt_ltm,ffo_interest_coverage_ltm,ebitda_to_interest_ltm,ebit_margin_ltm,ebitda_margin_ltm,return_on_capital_ltm,ticker
89,89,89,Scotts Miracle-Gro Co. (The),BRANDED NONDURABLES,[5] Aggressive,[2] Low risk,"The Scotts Miracle-Gro Company, together with its subsidiaries, manufactures, markets, and sells products for lawn, garden care, and indoor and hydroponic gardening in the United States and internationally.",0.19,7.03,0.22,0.18,0.24,3.48,2.64,7.65,10.2,4.89,SMG
90,90,90,Simply Good Foods Co. (The),BRANDED NONDURABLES,[3] Intermediate,[2] Low risk,The Simply Good Foods Company operates as a consumer-packaged food and beverage company in North America and internationally.,0.67,0.8,0.88,0.83,0.85,7.23,8.32,16.6,18.3,6.79,???
91,91,91,Sovos Brands Inc.,BRANDED NONDURABLES,[6] Highly leveraged,[2] Low risk,"Sovos Brands, Inc., through its subsidiaries, operates as a consumer-packaged food company that manufactures and distributes consumer food products in the United States.",0.18,1.51,0.25,0.22,0.22,2.53,5.49,14.3,17.9,8.82,SOVO
92,92,92,Spectrum Brands Holdings Inc.,BRANDED NONDURABLES,[6] Highly leveraged,[3] Intermediate risk (was [2]),"Spectrum Brands Holdings, Inc. operates as a branded consumer products and home essentials company in North America, Europe, the Middle East, Africa, and Asia-Pacific regions.",0.06,0.41,1.95,2.27,-2.47,0.74,2.0,2.71,5.96,1.18,SPB
93,93,93,SunOpta Inc.,BRANDED NONDURABLES,[5] Aggressive,[2] Low risk,"SunOpta Inc. engages in manufacture and sale of plant-based and fruit-based food and beverage products to retailers, foodservice operators, branded food companies, and food manufacturers in the United States, Canada, and internationally.",-0.23,4.66,0.1,-0.07,-0.05,-4.06,3.79,3.96,8.56,3.47,STKL
94,94,94,TreeHouse Foods Inc.,BRANDED NONDURABLES,[6] Highly leveraged,[2] Low risk,"TreeHouse Foods, Inc. manufactures and distributes private brands snacks and beverages in the United States and internationally.",0.1,3.15,0.12,0.02,0.09,1.72,4.45,5.85,9.99,3.84,THS
95,95,95,Turning Point Brands Inc.,BRANDED NONDURABLES,[5] Aggressive,[2] Low risk,"Turning Point Brands, Inc., together with its subsidiaries, manufactures, markets, and distributes adult consumer products.",0.14,3.13,0.17,0.16,0.18,3.26,5.45,19.3,20.7,9.18,TPB
96,96,96,Under Armour Inc.,BRANDED NONDURABLES,[3] Intermediate,[2] Low risk,"Under Armour, Inc., together with its subsidiaries, develops, markets, and distributes performance apparel, footwear, and accessories for men, women, and youth.",0.28,0.74,0.51,0.29,0.39,105.9,152.0,4.74,7.2,4.89,UA
97,97,97,Utz Brands Inc.,BRANDED NONDURABLES,[6] Highly leveraged,[2] Low risk,"Utz Brands, Inc. operates as a snack food manufacturing company.",0.09,7.11,0.1,0.03,0.05,1.54,2.29,2.07,7.66,0.76,UTZ
98,98,98,Vector Group Ltd.,BRANDED NONDURABLES,[5] Aggressive,[2] Low risk,"Vector Group Ltd., through its subsidiaries, engages in the manufacture and sale of cigarettes in the United States.",0.15,2.81,0.21,0.2,0.33,1.93,3.3,36.8,37.6,34.4,VGR
99,99,99,Whole Earth Brands Inc.,BRANDED NONDURABLES,[6] Highly leveraged,[2] Low risk,"Whole Earth Brands, Inc. operates as a food company worldwide.",0.05,8.06,0.05,0.04,0.04,0.52,1.24,2.78,7.48,1.27,FREE
100,100,100,Wolverine World Wide Inc.,BRANDED NONDURABLES,[5] Aggressive,[2] Low risk,"Wolverine World Wide, Inc. designs, manufactures, sources, markets, licenses, and distributes footwear, apparel, and accessories in the United States, Europe, the Middle East, Africa, the Asia Pacific, Canada and Latin America.",0.11,7.84,0.13,0.12,0.16,1.92,1.83,1.25,2.82,1.14,WWW
101,101,101,Advanced Drainage Systems Inc.,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Advanced Drainage Systems, Inc. designs, manufactures, and markets thermoplastic corrugated pipes and related water management products, and drainage solutions for use in the construction and agriculture marketplaces in the United States, Canada, Mexico, and internationally.",0.56,0.87,0.64,0.49,0.83,8.61,10.1,25.3,30.0,19.1,WMS
102,102,102,Allegion PLC,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,Allegion plc manufactures and sells mechanical and electronic security products and solutions worldwide.,0.28,1.9,0.35,0.3,0.43,6.45,9.62,20.2,22.9,13.9,ALLE
103,103,103,Arcosa Inc.,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Arcosa, Inc., together with its subsidiaries, provides infrastructure-related products and solutions for the construction, engineered structures, and transportation markets in the United States.",0.43,1.43,0.52,0.11,0.18,9.29,12.5,7.92,14.8,4.0,ACA
104,104,104,Beacon Roofing Supply Inc.,BUILDING MATERIALS,[5] Aggressive,[3] Intermediate risk,"Beacon Roofing Supply, Inc., together with its subsidiaries, engages in distribution of residential and non-residential roofing materials, and complementary building products to contractors, home builders, building owners, lumberyards, and retailers in the United States and Canada.",0.28,2.96,0.36,0.31,0.72,7.41,8.68,7.83,9.76,9.17,BECN
105,105,105,BlueLinx Holdings Inc.,BUILDING MATERIALS,[5] Aggressive,[3] Intermediate risk,"BlueLinx Holdings Inc., together with its subsidiaries, engages in the distribution of residential and commercial building products in the United States.",0.5,0.56,3.18,2.9,3.39,12.9,7.26,4.21,5.24,6.73,BXC
106,106,106,Builders FirstSource Inc.,BUILDING MATERIALS,[4] Significant,[3] Intermediate risk,"Builders FirstSource, Inc., together with its subsidiaries, manufactures and supplies building materials, manufactured components, and construction services to professional homebuilders, sub-contractors, remodelers, and consumers in the United States.",0.62,1.25,0.63,0.5,1.01,12.0,15.2,12.7,16.0,16.1,BLDR
107,107,107,Carrier Global Corp.,BUILDING MATERIALS,[4] Significant (was [3]),[3] Intermediate risk,"Carrier Global Corporation provides heating, ventilating, and air conditioning (HVAC), refrigeration, fire, security, and building automation technologies in the United States, Europe, the Asia Pacific, and internationally.",0.18,1.61,0.55,0.45,0.59,7.2,8.2,10.3,12.7,6.86,CARR
108,108,108,Eagle Materials Inc.,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Eagle Materials Inc., through its subsidiaries, manufactures and sells heavy construction materials and light building materials in the United States.",0.53,1.27,0.51,0.38,0.72,13.5,19.1,28.5,35.0,17.3,EXP
109,109,109,Ferguson PLC,BUILDING MATERIALS,[2] Modest,[3] Intermediate risk,Ferguson plc distributes plumbing and heating products in the United States and Canada.,0.53,1.28,0.6,0.5,0.83,14.8,18.8,9.12,10.2,16.5,FERG
110,110,110,"Fortune Brands Innovations, Inc.",BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Fortune Brands Innovations, Inc. provides home and security products for residential home repair, remodeling, new construction, and security applications in the United States and internationally.",0.4,2.76,0.46,0.35,0.46,9.06,7.15,14.7,18.0,8.64,FBIN
111,111,111,GMS Inc.,BUILDING MATERIALS,[4] Significant,[3] Intermediate risk,"GMS Inc. distributes wallboard, ceilings, steel framing and complementary construction products in the United States and Canada.",0.37,1.74,0.41,0.36,0.48,6.25,9.22,8.89,11.3,11.5,GMS
112,112,112,Griffon Corp.,BUILDING MATERIALS,[6] Highly leveraged,[3] Intermediate risk,"Griffon Corporation, through its subsidiaries, provides consumer and professional, and home and building products in the United States, Europe, Canada, Australia, and internationally.",0.31,2.81,0.32,0.27,0.44,4.92,5.29,15.4,17.8,12.4,GFF
113,113,113,Interface Inc.,BUILDING MATERIALS,[4] Significant,[3] Intermediate risk,"Interface, Inc. designs, produces, and sells modular carpet products primarily in the United States and internationally.",0.28,2.33,0.36,0.29,0.3,4.47,5.37,8.09,11.7,6.69,TILE
114,114,114,Janus International Group LLC,BUILDING MATERIALS,[6] Highly leveraged,[3] Intermediate risk,"Janus International Group, Inc. manufacturers, supplies, and provides turn-key self-storage, and commercial and industrial building solutions in North America and internationally.",0.26,1.94,0.25,0.23,0.23,2.93,4.89,22.2,25.7,13.4,???
115,115,115,Johnson Controls International PLC,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Johnson Controls International plc, together with its subsidiaries, engages in engineering, manufacturing, commissioning, and retrofitting building products and systems in the United States, Europe, the Asia Pacific, and internationally.",0.19,2.43,0.24,0.19,0.35,6.92,12.9,10.4,13.7,5.99,JCI
116,116,116,Lennox International Inc.,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Lennox International Inc., together with its subsidiaries, designs, manufactures, and markets a range of products for the heating, ventilation, air conditioning, and refrigeration markets in the United States, Canada, and internationally.",0.48,1.43,0.5,0.33,0.45,13.1,18.2,16.6,18.4,30.8,LII
117,117,117,Martin Marietta Materials Inc.,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Martin Marietta Materials, Inc., a natural resource-based building materials company, supplies aggregates and heavy-side building materials to the construction industry in the United States and internationally.",0.31,1.62,0.42,0.24,0.34,9.25,13.7,23.6,31.2,7.78,MLM
118,118,118,Masco Corp.,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Masco Corporation designs, manufactures, and distributes home improvement and building products in North America, Europe, and internationally.",0.44,1.64,0.54,0.45,0.69,13.3,15.0,17.2,19.0,26.0,MAS
119,119,119,Masonite International Corp.,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Masonite International Corporation designs, manufactures, markets, and distributes interior and exterior doors for the new construction and repair, renovation, and remodeling sectors of the residential and non-residential building construction markets worldwide.",0.32,2.58,0.36,0.26,0.3,8.02,8.67,9.41,13.8,8.44,DOOR
120,120,120,Mativ Holdings Inc.,BUILDING MATERIALS,[4] Significant,[4] Moderately high risk,"Mativ Holdings, Inc. operates as a performance materials company.",0.07,6.1,0.1,0.04,0.1,1.23,2.77,0.48,7.77,0.24,MATV
121,121,121,Mohawk Industries Inc.,BUILDING MATERIALS,[2] Modest,[3] Intermediate risk,"Mohawk Industries, Inc. designs, manufactures, sources, distributes, and markets flooring products for residential and commercial remodeling, and new construction channels in the United States, Europe, Russia, and internationally.",0.42,1.51,0.53,0.29,0.29,17.1,21.5,7.31,13.0,4.62,MHK
122,122,122,Owens Corning,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Owens Corning manufactures and sells building and construction materials in the United States, Europe, the Asia Pacific, and internationally.",0.52,0.74,1.04,0.72,1.23,22.6,29.6,17.0,22.3,12.6,OC
123,123,123,PGT Innovations Inc.,BUILDING MATERIALS,[4] Significant,[3] Intermediate risk,"PGT Innovations, Inc., together with its subsidiaries, engages in the manufacture and supply of impact-resistant aluminum frame windows and doors in the United States and internationally.",0.26,2.54,0.28,0.18,0.3,6.09,8.71,12.4,16.4,8.26,PGTI
124,124,124,SiteOne Landscape Supply Inc.,BUILDING MATERIALS,[4] Significant,[3] Intermediate risk,"SiteOne Landscape Supply, Inc., together with its subsidiaries, engages in the wholesale distribution of landscape supplies in the United States and Canada.",0.34,1.62,0.39,0.34,0.36,11.0,17.6,5.81,8.75,7.11,SITE
125,125,125,Stanley Black & Decker Inc.,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Stanley Black & Decker, Inc. engages in the tools and storage and industrial businesses in the United States, Canada, rest of Americas, France, rest of Europe, and Asia.",0.16,6.04,0.18,0.13,0.2,3.16,2.99,3.41,7.06,1.99,SWK
126,126,126,Trane Technologies PLC,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Trane Technologies plc, together with its subsidiaries, designs, manufactures, sells, and services of solutions for heating, ventilation, air conditioning, custom, and custom and transport refrigeration in Ireland and internationally.",0.46,1.25,0.57,0.5,0.82,10.3,14.3,16.0,17.7,14.9,TT
127,127,127,Valmont Industries Inc.,BUILDING MATERIALS,[2] Modest,[3] Intermediate risk,"Valmont Industries, Inc. produces and sells metal products in the United States, Australia, Brazil, Denmark, and internationally.",0.24,1.79,0.29,0.2,0.56,5.4,10.5,11.2,13.6,10.9,VMI
128,128,128,Vulcan Materials Co.,BUILDING MATERIALS,[3] Intermediate,[3] Intermediate risk,"Vulcan Materials Company, together with its subsidiaries, produces and supplies construction aggregates primarily in the United States.",0.34,1.64,0.44,0.19,0.32,7.84,10.9,17.8,25.7,7.34,VMC
129,129,129,ADT Inc.,BUSINESS & CONSUMER SERVICES,[5] Aggressive (was [6]),[3] Intermediate risk,"ADT Inc. provides security, automation, and smart home solutions to consumer and business customers in the United States.",0.19,3.56,0.19,0.1,0.24,3.29,4.81,16.7,40.1,5.05,ADT
130,130,130,Adtalem Global Education Inc.,BUSINESS & CONSUMER SERVICES,[4] Significant,[3] Intermediate risk,Adtalem Global Education Inc. provides workforce solutions worldwide.,0.27,2.05,0.41,0.32,0.78,3.83,5.6,15.0,20.9,5.98,ATGE
131,131,131,Advantage Solutions Inc.,BUSINESS & CONSUMER SERVICES,[5] Aggressive,[3] Intermediate risk,Advantage Solutions Inc. provides outsourced solutions to consumer goods companies and retailers in North America and internationally.,0.11,4.41,0.11,0.09,0.09,1.21,2.14,3.02,8.42,2.07,ADV
132,132,132,Agiliti Inc.,BUSINESS & CONSUMER SERVICES,[5] Aggressive,[3] Intermediate risk,"Agiliti, Inc., together with its subsidiaries, provides healthcare technology management and service solutions to the healthcare industry in the United States.",0.16,3.9,0.16,0.08,0.09,2.46,3.84,6.96,21.8,2.41,AGTI
133,133,133,Amdocs Ltd.,BUSINESS & CONSUMER SERVICES,[1] Minimal,[3] Intermediate risk,"Amdocs Limited, through its subsidiaries, provides software and services worldwide.",1.15,0.21,14.23,12.15,23.73,34.5,36.2,14.9,18.5,10.4,AOS.F
134,134,134,American Public Education Inc.,BUSINESS & CONSUMER SERVICES,[4] Significant,[3] Intermediate risk,"American Public Education, Inc., together with its subsidiaries, provides online and campus-based postsecondary education and career learning.",0.12,1.42,0.24,0.1,0.18,2.32,4.95,0.6,5.71,0.42,APEI
135,135,135,AMN Healthcare Services Inc.,BUSINESS & CONSUMER SERVICES,[2] Modest (was [3]),[3] Intermediate risk,"AMN Healthcare Services, Inc. provides healthcare workforce solutions and staffing services to healthcare facilities in the United States.",0.28,2.54,0.28,0.2,0.54,6.87,9.57,9.0,13.2,10.4,AMN
136,136,136,Aramark,BUSINESS & CONSUMER SERVICES,[5] Aggressive (was [6]),[3] Intermediate risk,"Aramark provides food and facilities services to education, healthcare, business and industry, sports, leisure, and corrections clients in the United States and internationally.",0.12,2.14,0.11,0.03,0.05,1.59,6.03,5.14,7.98,5.98,ARMK
137,137,137,ASGN Inc.,BUSINESS & CONSUMER SERVICES,[3] Intermediate,[3] Intermediate risk,"ASGN Incorporated engages in the provision of information technology (IT) services and solutions in the technology, digital, and creative fields for commercial and government sectors in the United States, Canada, and Europe.",0.41,1.86,0.49,0.45,0.76,6.88,7.59,8.18,10.4,7.55,ASGN
138,138,138,Automatic Data Processing Inc.,BUSINESS & CONSUMER SERVICES,[1] Minimal,[3] Intermediate risk,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide.",1.15,0.32,2.74,2.59,4.77,11.6,16.0,25.5,28.5,41.9,ADP
139,139,139,Avantor Inc.,BUSINESS & CONSUMER SERVICES,[4] Significant,[3] Intermediate risk,"Avantor, Inc. engages in the provision of mission-critical products and services to customers in the biopharma, healthcare, education and government, advanced technologies, and applied materials industries in the Americas, Europe, Asia, the Middle East, and Africa.",0.15,3.98,0.16,0.13,0.14,2.4,3.73,12.9,18.7,5.06,AVTR
140,140,140,Bright Horizons Family Solutions LLC,BUSINESS & CONSUMER SERVICES,[4] Significant (was [5]),[3] Intermediate risk,"Bright Horizons Family Solutions Inc. provides early education and childcare, back-up care, educational advisory, and other workplace solutions services for employers and families.",0.14,3.73,0.14,0.09,0.09,4.96,9.29,7.08,11.7,3.5,???
141,141,141,Brink's Co. (The),BUSINESS & CONSUMER SERVICES,[5] Aggressive,[3] Intermediate risk,"The Brink's Company provides secure transportation, cash management, and other security-related services in North America, Latin America, Europe, and internationally.",0.16,2.94,0.21,0.14,0.21,2.92,4.77,10.5,16.1,7.7,BCO
142,142,142,Cardinal Health Inc.,BUSINESS & CONSUMER SERVICES,[3] Intermediate,[3] Intermediate risk,"Cardinal Health, Inc. operates as a healthcare services and products company in the United States, Canada, Europe, Asia, and internationally.",0.84,0.05,3.22,2.79,4.43,60.8,44.0,0.94,1.26,58.7,CAH
143,143,143,Carriage Services Inc.,BUSINESS & CONSUMER SERVICES,[6] Highly leveraged,[3] Intermediate risk,"Carriage Services, Inc. provides funeral and cemetery services, and merchandise in the United States.",0.12,5.54,0.13,0.1,0.11,2.08,3.0,21.5,27.4,6.72,CSV
144,144,144,Charles River Laboratories International Inc.,BUSINESS & CONSUMER SERVICES,[3] Intermediate,[3] Intermediate risk,"Charles River Laboratories International, Inc. provides drug discovery, non-clinical development, and safety testing services in the United States, Europe, Canada, the Asia Pacific, and internationally.",0.22,2.69,0.24,0.13,0.14,5.0,7.75,15.9,23.5,6.33,CRL
